timestamp,symbol,buy_order_id,sell_order_id,buy_type,sell_type,buy_price,sell_price,quantity,buy_quote_qty,sell_quote_qty,profit_usdt,status,notes
2026-03-17 18:25:13,BTCUSDT,19384344,19384600,MARKET,MARKET,74608.65000000,74634.36000000,0.00067000,49.98779550,50.00502120,0.01722570,CLOSED_WITH_MARKET_SELL,Limit sell não executou; ciclo fechado com market sell
20260317183327,2026-03-17 18:33:49,BTCUSDT,22.56,9901.00070770,9901.02567190,1.00138000,1.00138000,19387579,19387586,MARKET,LIMIT,74533.98000000,74571.24000000,0.00067000,49.93776660,49.96273080,0.02496420,CLOSED_WITH_LIMIT_SELL,Ciclo completo com venda no alvo
